S07LSAT8_Plastic_HDPE_GDS387_WhTransl_ASDFRa_AREF.txt,impervious,0.55072707,0.53201979,0.49201614,0.46768466,0.3303642,0.1769954
S07LSAT8_Plastic_HDPE_GDS389_WhTransl_ASDFRa_AREF.txt,impervious,0.36086753,0.32565153,0.28998664,0.23809497,0.14558145,0.064624451
S07LSAT8_Plastic_HDPE_GDS390_Transpar_ASDFRa_AREF.txt,impervious,0.42881042,0.42869449,0.42772734,0.43089804,0.44265518,0.45167434
S07LSAT8_Plastic_HDPE_GDS391_Blu-Grn_ASDFRa_AREF.txt,impervious,0.26191238,0.18628019,0.081295371,0.32881594,0.37653366,0.38699862
S07LSAT8_Plastic_HDPE_GDS392_WhTransl_ASDFRa_AREF.txt,impervious,0.54958522,0.53105891,0.51007628,0.4849782,0.45344636,0.44348565
S07LSAT8_Plastic_HDPE_GDS393_GlosWhTr_ASDFRa_AREF.txt,impervious,0.55996704,0.54320282,0.52263224,0.48749816,0.41875178,0.39352429
S07LSAT8_Plastic_HDPE_GDS394_LgryTrns_ASDFRa_AREF.txt,impervious,0.4026708,0.40119082,0.39413348,0.39012653,0.4004629,0.41476405
S07LSAT8_Plastic_HDPE_GDS400_WhTrnslu_ASDFRa_AREF.txt,impervious,0.58140761,0.56489003,0.54041231,0.50505507,0.4294216,0.2562834
S07LSAT8_Plastic_LDPE_GDS401_Clr_film_ASDFRa_AREF.txt,impervious,0.41438884,0.41455698,0.41252178,0.4157463,0.41406769,0.414666
S07LSAT8_Plastic_LDPE_GDS402_Clr_film_ASDFRa_AREF.txt,impervious,0.45812505,0.45722431,0.45435745,0.45561618,0.45499086,0.4386735
S07LSAT8_Plastic_LDPE_GDS404_WhTrnslu_ASDFRa_AREF.txt,impervious,0.72664964,0.71403533,0.69408059,0.66819614,0.57517892,0.43492612
S07LSAT8_Plastic_LDPE_GDS405_Black_ASDFRa_AREF.txt,impervious,0.015727201,0.014577539,0.013863493,0.012215273,0.010239366,0.010025963
S07LSAT8_Plastic_LDPE_GDS406_WhTrnslu_ASDFRa_AREF.txt,impervious,0.88111711,0.8399303,0.82451773,0.81541091,0.62090409,0.24134777
S07LSAT8_Plastic_PETE_GDS379_TrnslBrn_ASDFRa_AREF.txt,impervious,0.005206483,0.017745392,0.051168028,0.39877012,0.36403582,0.15269594
S07LSAT8_Plastic_PETE_GDS380_Clear_ASDFRa_AREF.txt,impervious,0.48244485,0.48582566,0.49338016,0.49855903,0.39312553,0.080341361
S07LSAT8_Plastic_PETE_GDS381_Clr-prpl_ASDFRa_AREF.txt,impervious,0.50332981,0.4200789,0.52275252,0.60872,0.44749141,0.16451232
S07LSAT8_Plastic_PETE_GDS382_Black_ASDFRa_AREF.txt,impervious,0.068802558,0.066503517,0.065210693,0.063891344,0.051928803,0.040938865
S07LSAT8_Plastic_PETE_GDS383_Clrbluis_ASDFRa_AREF.txt,impervious,0.35226882,0.26969308,0.26382133,0.45041066,0.40712386,0.18257058
S07LSAT8_Plastic_Pipe_GDS342_Black_ASDFRa_AREF.txt,impervious,0.036463764,0.036137119,0.035906035,0.036174659,0.034984842,0.034182247
